"","method","cor","Rank_pcc","edistance_score","Rank_edistance","mse_score","Rank_mse","sym_score","Rank_sym","ac_score","ac_rank","Rank","DataSet","op"
"7339","biolord",0.0364,14,0,15,0,15,0.396210934792584,9,0.108152733698146,13.25,15,"Wessels","GATA2+IKZF1_1"
"7340","baseControl",-0.0427999999999999,15,0.997817110848035,4,0.996836694345591,7,0.447284608247866,8,0.599784603360373,8.5,9,"Wessels","GATA2+IKZF1_1"
"7341","CPA",0.1621,13,0.774602257962059,12,0.978252273625939,12,1,1,0.728738632897,9.5,11,"Wessels","GATA2+IKZF1_1"
"7342","GEARS",0.4431,8,0.993584153841712,8,0.994068801897983,10,0.369438153872694,10,0.700047777403097,9,10,"Wessels","GATA2+IKZF1_1"
"7343","GeneCompass",0.3626,10,1,1,0.999604586793199,2,0.366018586509032,12,0.682055793325558,6.25,5,"Wessels","GATA2+IKZF1_1"
"7344","GenePert",0.5856,3,0.999780556116998,2,0.999209173586398,3,0.449338279909797,7,0.758482002403298,3.75,1,"Wessels","GATA2+IKZF1_1"
"7345","linearModel",0.5698,5,0.994730459388445,6,0.995650454725188,8,0.449374094098998,6,0.752388752053158,6.25,5,"Wessels","GATA2+IKZF1_1"
"7346","scELMo",0.3658,9,0.999512026102272,3,0.998813760379597,4,0.367797640240872,11,0.682980856680685,6.75,7,"Wessels","GATA2+IKZF1_1"
"7347","scFoundation",0.3429,11,0.766309589120203,13,0.929221035982602,13,0.316652884414827,13,0.588770877379408,12.5,14,"Wessels","GATA2+IKZF1_1"
"7348","scGPT",0.5927,1,0.745251638610574,14,0.997627520759193,5,0.92299159134136,2,0.814642687677782,5.5,3,"Wessels","GATA2+IKZF1_1"
"7349","scouter",0.5894,2,0.803317645020645,11,1,1,0,15,0.598179411255161,7.25,8,"Wessels","GATA2+IKZF1_1"
"7350","trainMean",0.5749,4,0.993728524817371,7,0.994859628311586,9,0.451302689184334,3,0.753697710578323,5.75,4,"Wessels","GATA2+IKZF1_1"
"7351","AttentionPert",0.3223,1,0.987156784691273,6,0.990599294947121,7,0.420360268652578,14,0.680104087072743,7,6,"Wessels","GATA2+INTS1_1"
"7352","baseMLP",0.0584,14,0.93187117685558,10,0.947904426165296,13,0.50933337416969,8,0.611877244297641,11.25,13,"Wessels","GATA2+INTS1_1"
"7353","baseReg",0.2595,2,0.996495244355417,4,0.99764982373678,4,0.511400984490911,7,0.691261513145777,4.25,1,"Wessels","GATA2+INTS1_1"
"7354","biolord",-0.0547,15,0,15,0,15,0.462765161927389,13,0.102016290481847,14.5,15,"Wessels","GATA2+INTS1_1"
"7355","baseControl",0.0597,13,1,1,1,1,0.508593137072685,9,0.642073284268171,6,4,"Wessels","GATA2+INTS1_1"
"7356","CPA",0.2201,3,0.740954075517993,14,0.969447708578143,12,1,1,0.732625446024034,7.5,8,"Wessels","GATA2+INTS1_1"
"7357","GEARS",0.1584,6,0.983530198413935,7,0.987857422640031,10,0.481319666841397,11,0.652776821973841,8.5,10,"Wessels","GATA2+INTS1_1"
"7358","GeneCompass",0.1364,10,0.998246205542444,2,0.99882491186839,2,0.520026030150573,3,0.663374286890352,4.25,1,"Wessels","GATA2+INTS1_1"
"7359","GenePert",0.1388,9,0.989845558423455,5,0.992949471210341,6,0.511694972732993,5,0.658322500591697,6.25,5,"Wessels","GATA2+INTS1_1"
"7360","linearModel",0.1409,8,0.983388534887477,8,0.988249118683901,9,0.511531617393594,6,0.656017317741243,7.75,9,"Wessels","GATA2+INTS1_1"
"7361","scELMo",0.213,4,0.997968545030585,3,0.99882491186839,2,0.49232138219324,10,0.675528709773054,4.75,3,"Wessels","GATA2+INTS1_1"
"7362","scFoundation",0.1482,7,0.768720126703858,12,0.924794359576968,14,0.480017178078639,12,0.580432916089866,11.25,13,"Wessels","GATA2+INTS1_1"
"7363","scGPT",0.1609,5,0.74294303142947,13,0.989815902859381,8,0.888670956915621,2,0.695582472801118,7,6,"Wessels","GATA2+INTS1_1"
"7364","scouter",0.1229,12,0.797525988173929,11,0.99529964747356,5,0,15,0.478931408911872,10.75,12,"Wessels","GATA2+INTS1_1"
"7365","trainMean",0.1312,11,0.982782214994234,9,0.987465726596161,11,0.512144481858729,4,0.653398105862281,8.75,11,"Wessels","GATA2+INTS1_1"
"7366","AttentionPert",0.2819,12,0.953676704954609,8,0.827777777777778,11,0.150822349261577,14,0.553544207998491,11.25,12,"Wessels","GATA2+SSRP1_1"
"7367","baseMLP",0.3482,7,0.927245038897874,9,0.755555555555556,12,0.303452757664596,3,0.583613338029506,7.75,10,"Wessels","GATA2+SSRP1_1"
"7368","baseReg",0.4174,6,0.973190570069296,7,0.872222222222222,10,0.295115122669647,6,0.639481978740291,7.25,6,"Wessels","GATA2+SSRP1_1"
"7369","biolord",0.2827,11,0.643863107816171,11,0,15,0.260270513849605,9,0.296708405416444,11.5,13,"Wessels","GATA2+SSRP1_1"
"7370","baseControl",-0.00710000000000011,15,0.992279450825768,4,0.916666666666667,7,0.298860845780328,4,0.550176740818191,7.5,8,"Wessels","GATA2+SSRP1_1"
"7371","CPA",0.3033,9,0.222266819346232,13,0.966666666666667,2,1,1,0.623058371503225,6.25,4,"Wessels","GATA2+SSRP1_1"
"7372","GEARS",0.3,10,0.914353846698698,10,0.716666666666667,13,0.176133253489666,13,0.526788441713758,11.5,13,"Wessels","GATA2+SSRP1_1"
"7373","GeneCompass",0.2716,13,0.993271080994936,3,0.922222222222222,6,0.191391601172685,11,0.594621226097461,8.25,11,"Wessels","GATA2+SSRP1_1"
"7374","GenePert",0.4527,5,1,1,0.944444444444444,5,0.296917196921276,5,0.67351541034143,4,1,"Wessels","GATA2+SSRP1_1"
"7375","linearModel",0.4536,4,0.982835353976555,5,0.9,8,0.29332553905504,7,0.657440223257899,6,3,"Wessels","GATA2+SSRP1_1"
"7376","scELMo",0.2614,14,0.999669456610278,2,0.95,4,0.223477925887472,10,0.608636845624437,7.5,8,"Wessels","GATA2+SSRP1_1"
"7377","scFoundation",0.3136,8,0.120235158011545,14,0.116666666666667,14,0.181291670546335,12,0.182948373806137,12,15,"Wessels","GATA2+SSRP1_1"
"7378","scGPT",0.4919,2,0,15,0.955555555555556,3,0.767392625207859,2,0.553712045190853,5.5,2,"Wessels","GATA2+SSRP1_1"
"7379","scouter",0.5119,1,0.224261884805629,12,1,1,0,15,0.434040471201407,7.25,6,"Wessels","GATA2+SSRP1_1"
"7380","trainMean",0.4763,3,0.981383324085988,6,0.894444444444444,9,0.291174102267841,8,0.660825467699568,6.5,5,"Wessels","GATA2+SSRP1_1"
"7381","AttentionPert",0.2567,10,0.88753456243243,6,0.897959183673469,8,0.145303896328717,14,0.546874410608654,9.5,10,"Wessels","GFI1_1"
"7382","baseMLP",0.129,13,0,15,0,15,0.180008819465207,12,0.0772522048663017,13.75,15,"Wessels","GFI1_1"
"7383","baseReg",0.4886,5,0.921967834215134,4,0.927786499215071,6,0.305343197262948,5,0.660924382673288,5,4,"Wessels","GFI1_1"
"7384","biolord",0.1706,12,0.784904468958391,10,0.797488226059655,13,0.28131368029095,9,0.508576593827249,11,12,"Wessels","GFI1_1"
"7385","baseControl",0.00109999999999999,14,0.883296179715081,8,0.886970172684458,10,0.303840770173513,7,0.518801780643263,9.75,11,"Wessels","GFI1_1"
"7386","CPA",0.4405,6,0.111403450024397,13,0.877551020408163,11,1,1,0.60736361760814,7.75,7,"Wessels","GFI1_1"
"7387","GEARS",0.2071,11,0.884980051855608,7,0.897959183673469,8,0.285365949032641,8,0.56885129614043,8.5,8,"Wessels","GFI1_1"
"7388","GeneCompass",0.2807,9,0.901397805225744,5,0.910518053375196,7,0.153927956556199,13,0.561635953789285,8.5,8,"Wessels","GFI1_1"
"7389","GenePert",0.595,4,0.949579510337636,2,0.952904238618524,4,0.305000034837709,6,0.700620945948467,4,2,"Wessels","GFI1_1"
"7390","linearModel",0.8362,1,1,1,1,1,0.310488706194996,3,0.786672176548749,1.5,1,"Wessels","GFI1_1"
"7391","scELMo",-0.1161,15,0.855560126673109,9,0.869701726844584,12,0.203451320281178,11,0.453153293449718,11.75,14,"Wessels","GFI1_1"
"7392","scFoundation",0.3868,8,0.191023813396351,12,0.712715855572998,14,0.221243487972751,10,0.377945789235525,11,12,"Wessels","GFI1_1"
"7393","scGPT",0.6241,3,0.0948134824580706,14,0.956043956043956,3,0.947333382911864,2,0.655572705353473,5.5,5,"Wessels","GFI1_1"
"7394","scouter",0.694,2,0.264970675749371,11,0.962323390894819,2,0,15,0.480323516661048,7.5,6,"Wessels","GFI1_1"
"7395","trainMean",0.4391,7,0.925928760727509,3,0.929356357927786,5,0.305686889544344,4,0.65001800204991,4.75,3,"Wessels","GFI1_1"
"7396","AttentionPert",0.4428,7,0.957269551195915,6,0.929467084639498,6,0.139854971914846,14,0.617347901937565,8.25,8,"Wessels","GFI1+GSE1_1"
"7397","baseMLP",0.1632,12,0,15,0,15,0.303826036643894,8,0.116756509160974,12.5,15,"Wessels","GFI1+GSE1_1"
"7398","baseReg",0.5676,4,0.997362317975056,2,0.960815047021944,4,0.337604099864513,7,0.715845366215378,4.25,2,"Wessels","GFI1+GSE1_1"
"7399","biolord",0.1514,14,0.403017906377218,10,0.409090909090909,14,0.22817531785143,10,0.297921033329889,12,14,"Wessels","GFI1+GSE1_1"
"7400","baseControl",0.0555,15,0.914827754387013,8,0.884012539184953,10,0.339999448824901,6,0.548584935599217,9.75,10,"Wessels","GFI1+GSE1_1"
"7401","CPA",0.454,6,0.02367941712204,14,0.843260188087774,12,0.996742306876608,2,0.579420478021606,8.5,9,"Wessels","GFI1+GSE1_1"
"7402","GEARS",0.4543,5,0.96225626325062,3,0.931034482758621,5,0.26744267535196,9,0.6537583553403,5.5,4,"Wessels","GFI1+GSE1_1"
"7403","GeneCompass",0.1527,13,0.902057391979456,9,0.884012539184953,10,0.207574245868278,13,0.536586044258172,11.25,12,"Wessels","GFI1+GSE1_1"
"7404","GenePert",0.5764,3,1,1,0.962382445141066,3,0.340603327873307,3,0.719846443253593,2.5,1,"Wessels","GFI1+GSE1_1"
"7405","linearModel",0.4382,8,0.960653747001503,4,0.927899686520376,7,0.340227345348169,5,0.666745194717512,6,5,"Wessels","GFI1+GSE1_1"
"7406","scELMo",0.2765,11,0.934466043576498,7,0.909090909090909,9,0.214646454404723,12,0.583675851768032,9.75,10,"Wessels","GFI1+GSE1_1"
"7407","scFoundation",0.4198,10,0.253954034658147,12,0.733542319749216,13,0.225388958907788,11,0.408171328328788,11.5,13,"Wessels","GFI1+GSE1_1"
"7408","scGPT",0.6133,2,0.115739496551106,13,0.968652037617555,2,1,1,0.674422883542165,4.5,3,"Wessels","GFI1+GSE1_1"
"7409","scouter",0.7401,1,0.345745369126181,11,1,1,0,15,0.521461342281545,7,7,"Wessels","GFI1+GSE1_1"
"7410","trainMean",0.4344,9,0.960474583694148,5,0.927899686520376,7,0.340551784187023,4,0.665831513600387,6.25,6,"Wessels","GFI1+GSE1_1"
"7411","AttentionPert",0.6771,4,0.994732786453507,3,0.900943396226415,4,0.33736263623045,14,0.727534704727593,6.25,5,"Wessels","GFI1+HDAC3_1"
"7412","baseMLP",0.2593,14,0.668887349908799,11,0,15,0.497303316742171,4,0.356372666662743,11,14,"Wessels","GFI1+HDAC3_1"
"7413","baseReg",0.6539,5,0.982764506783976,4,0.867924528301887,5,0.495431262947778,6,0.75000507450841,5,3,"Wessels","GFI1+HDAC3_1"
"7414","biolord",0.3521,12,0.812779820719657,10,0.405660377358491,12,0.457488912471441,9,0.507007277637397,10.75,11,"Wessels","GFI1+HDAC3_1"
"7415","baseControl",-0.0190999999999999,15,0.875469416022083,9,0.566037735849057,11,0.493282729254166,8,0.478922470281327,10.75,11,"Wessels","GFI1+HDAC3_1"
"7416","CPA",0.3277,13,0,15,0.25,13,0.974425085891017,2,0.388031271472754,10.75,11,"Wessels","GFI1+HDAC3_1"
"7417","GEARS",0.6991,3,0.994859589742589,2,0.905660377358491,3,0.447149621988764,10,0.761692397272461,4.5,2,"Wessels","GFI1+HDAC3_1"
"7418","GeneCompass",0.5762,9,0.960964095160991,7,0.806603773584906,9,0.392604739444347,12,0.684093152047561,9.25,10,"Wessels","GFI1+HDAC3_1"
"7419","GenePert",0.6437,6,0.973751719159977,5,0.844339622641509,6,0.49680445156495,5,0.739648948341609,5.5,4,"Wessels","GFI1+HDAC3_1"
"7420","linearModel",0.5789,8,0.963031964182948,6,0.816037735849057,8,0.493865850866358,7,0.712958887724591,7.25,6,"Wessels","GFI1+HDAC3_1"
"7421","scELMo",0.7696,2,1,1,0.915094339622642,2,0.44516970333453,11,0.782466010739293,4,1,"Wessels","GFI1+HDAC3_1"
"7422","scFoundation",0.4137,11,0.203821656050955,13,0.0471698113207547,14,0.338707770075541,13,0.250849809361813,12.75,15,"Wessels","GFI1+HDAC3_1"
"7423","scGPT",0.6016,7,0.100984188605261,14,0.825471698113208,7,1,1,0.632013971679617,7.25,6,"Wessels","GFI1+HDAC3_1"
"7424","scouter",0.8347,1,0.369865686054564,12,1,1,0,15,0.551141421513641,7.25,6,"Wessels","GFI1+HDAC3_1"
"7425","trainMean",0.5613,10,0.956838111216239,8,0.797169811320755,10,0.498939937704582,3,0.703561965060394,7.75,9,"Wessels","GFI1+HDAC3_1"
"7426","AttentionPert",0.591,1,1,1,1,1,0.406453445695579,13,0.749363361423895,4,1,"Wessels","GFI1+INTS1_1"
"7427","baseMLP",0.0597,14,0.495411350247195,12,0,15,0.523380253559622,9,0.269622900951704,12.5,14,"Wessels","GFI1+INTS1_1"
"7428","baseReg",0.4506,6,0.982903579146807,3,0.969543147208122,5,0.539128614866936,7,0.735543835305466,5.25,4,"Wessels","GFI1+INTS1_1"
"7429","biolord",0.0289,15,0.507267829124604,10,0.0253807106598984,14,0.386174375631802,14,0.236930728854076,13.25,15,"Wessels","GFI1+INTS1_1"
"7430","baseControl",0.0627,13,0.961388732644542,8,0.926395939086294,10,0.534795649847344,8,0.621320080394545,9.75,10,"Wessels","GFI1+INTS1_1"
"7431","CPA",0.2187,11,0,15,0.304568527918782,13,0.885220822785363,2,0.352122337676036,10.25,11,"Wessels","GFI1+INTS1_1"
"7432","GEARS",0.4535,5,0.979735930607774,4,0.964467005076142,6,0.550405543253843,3,0.73702711973444,4.5,3,"Wessels","GFI1+INTS1_1"
"7433","GeneCompass",0.191,12,0.958842772136535,9,0.926395939086294,10,0.496444661602239,12,0.643170843206267,10.75,13,"Wessels","GFI1+INTS1_1"
"7434","GenePert",0.4926,4,0.988661594481779,2,0.982233502538071,4,0.542092461634889,6,0.751396889663685,4,1,"Wessels","GFI1+INTS1_1"
"7435","linearModel",0.3542,9,0.962313863643092,7,0.931472081218274,9,0.54390648989324,4,0.697973108688652,7.25,7,"Wessels","GFI1+INTS1_1"
"7436","scELMo",0.3148,10,0.970410610142396,5,0.946700507614213,7,0.508073722951176,11,0.684996210176946,8.25,9,"Wessels","GFI1+INTS1_1"
"7437","scFoundation",0.3875,7,0.470906480357619,13,0.639593908629442,12,0.515677815116467,10,0.503419551025882,10.5,12,"Wessels","GFI1+INTS1_1"
"7438","scGPT",0.5225,3,0.370185618283549,14,0.987309644670051,3,1,1,0.7199988157384,5.25,4,"Wessels","GFI1+INTS1_1"
"7439","scouter",0.5591,2,0.498504988306344,11,0.99746192893401,2,0,15,0.513766729310089,7.5,8,"Wessels","GFI1+INTS1_1"
"7440","trainMean",0.3755,8,0.966066194973208,6,0.939086294416244,8,0.542234028219899,5,0.705721629402338,6.75,6,"Wessels","GFI1+INTS1_1"
"7441","AttentionPert",0.7873,5,0.981956333825949,4,0.982863670982483,5,0.0922554494155952,13,0.711093863556007,6.75,5,"Wessels","GFI1+KDM1A_1"
"7442","baseMLP",0.5611,9,0.903602598778686,10,0.921934501142422,13,0.339182472237175,4,0.681454893039571,9,11,"Wessels","GFI1+KDM1A_1"
"7443","baseReg",0.8844,2,1,1,0.996191926884996,2,0.345313143917865,3,0.806476267700715,2,1,"Wessels","GFI1+KDM1A_1"
"7444","biolord",0.0344,14,0,15,0,15,0.322205531118782,9,0.0891513827796954,13.25,15,"Wessels","GFI1+KDM1A_1"
"7445","baseControl",-0.0404,15,0.926054708195076,9,0.938690022848439,12,0.336716601249174,5,0.540265333073172,10.25,13,"Wessels","GFI1+KDM1A_1"
"7446","CPA",0.4663,10,0.70669771073251,14,0.944402132520944,11,1,1,0.779349960813364,9,11,"Wessels","GFI1+KDM1A_1"
"7447","GEARS",0.7149,6,0.959565568970806,6,0.965346534653465,8,0.0565106627510046,14,0.674080691593819,8.5,8,"Wessels","GFI1+KDM1A_1"
"7448","GeneCompass",0.8237,3,0.988539720603407,2,0.987814166031988,3,0.176990247052718,12,0.744261033422028,5,2,"Wessels","GFI1+KDM1A_1"
"7449","GenePert",0.678,7,0.969199453475727,5,0.972581873571973,6,0.334252429812205,8,0.738508439214976,6.5,4,"Wessels","GFI1+KDM1A_1"
"7450","linearModel",0.4506,11,0.949736497225553,7,0.957730388423458,9,0.33620738191236,7,0.673568566890343,8.5,8,"Wessels","GFI1+KDM1A_1"
"7451","scELMo",0.814,4,0.987602821849817,3,0.987052551408987,4,0.184920047430706,11,0.743393855172378,5.5,3,"Wessels","GFI1+KDM1A_1"
"7452","scFoundation",0.45,12,0.753634665253883,12,0.913937547600914,14,0.203843923242096,10,0.580354034024223,12,14,"Wessels","GFI1+KDM1A_1"
"7453","scGPT",0.6653,8,0.716058333100968,13,0.96991622239147,7,0.990717163872855,2,0.835497929841323,7.5,7,"Wessels","GFI1+KDM1A_1"
"7454","scouter",0.9168,1,0.824822240191841,11,1,1,0,15,0.68540556004796,7,6,"Wessels","GFI1+KDM1A_1"
"7455","trainMean",0.45,12,0.949471600256532,8,0.957730388423458,9,0.336460943009019,6,0.673415732922252,8.75,10,"Wessels","GFI1+KDM1A_1"
"7456","AttentionPert",0.6432,10,0.967814385625892,7,0.922697368421053,10,0.275033680189392,14,0.702186358559084,10.25,10,"Wessels","GFI1+MED24_1"
"7457","baseMLP",0.1091,14,0.389842655217205,14,0,15,0.461718826652402,7,0.240165370467402,12.5,14,"Wessels","GFI1+MED24_1"
"7458","baseReg",0.824,3,1,1,0.96875,2,0.468132818565578,3,0.815220704641394,2.25,1,"Wessels","GFI1+MED24_1"
"7459","biolord",0.1136,13,0.521362161747109,11,0.220394736842105,14,0.330406889290396,12,0.296440946969903,12.5,14,"Wessels","GFI1+MED24_1"
"7460","baseControl",0.00129999999999997,15,0.916323801357811,9,0.838815789473684,11,0.461557671339239,8,0.554499315542683,10.75,12,"Wessels","GFI1+MED24_1"
"7461","CPA",0.3887,12,0,15,0.393092105263158,13,0.785503403404777,2,0.391823877166984,10.5,11,"Wessels","GFI1+MED24_1"
"7462","GEARS",0.6879,6,0.971378478509864,6,0.934210526315789,6,0.368866903903086,9,0.740588977182185,6.75,6,"Wessels","GFI1+MED24_1"
"7463","GeneCompass",0.6633,7,0.96455743180553,8,0.924342105263158,9,0.317838133565403,13,0.717509417658523,9.25,9,"Wessels","GFI1+MED24_1"
"7464","GenePert",0.8251,2,0.998297937689162,2,0.965460526315789,3,0.467206204048134,4,0.814016167013272,2.75,2,"Wessels","GFI1+MED24_1"
"7465","linearModel",0.6629,8,0.974686622174161,4,0.930921052631579,7,0.466973788665808,5,0.758870365867887,6,5,"Wessels","GFI1+MED24_1"
"7466","scELMo",0.7106,5,0.975243311726953,3,0.939144736842105,5,0.354604682622941,10,0.744898182798,5.75,4,"Wessels","GFI1+MED24_1"
"7467","scFoundation",0.4671,11,0.496471100133733,12,0.722039473684211,12,0.34093050839244,11,0.506635270552596,11.5,13,"Wessels","GFI1+MED24_1"
"7468","scGPT",0.812,4,0.395934246645466,13,0.958881578947368,4,1,1,0.791703956398208,5.5,3,"Wessels","GFI1+MED24_1"
"7469","scouter",0.9065,1,0.545005470914571,10,1,1,0,15,0.612876367728643,6.75,6,"Wessels","GFI1+MED24_1"
"7470","trainMean",0.6619,9,0.974648229791209,5,0.929276315789474,8,0.465561255756482,6,0.757846450334291,7,8,"Wessels","GFI1+MED24_1"
"7471","AttentionPert",0.5193,6,0.975217522375958,4,0.885844748858447,6,0.237586034709262,14,0.654487076485917,7.5,7,"Wessels","GFI1+RCOR1_1"
"7472","baseMLP",0.1752,14,0.629447903780783,11,0,15,0.392427485616496,3,0.29926884734932,10.75,13,"Wessels","GFI1+RCOR1_1"
"7473","baseReg",0.5255,5,0.983294697339834,2,0.899543378995434,4,0.388314353296969,6,0.699163107408059,4.25,2,"Wessels","GFI1+RCOR1_1"
"7474","biolord",0.2481,13,0.804453361331434,10,0.452054794520548,13,0.354319946537531,9,0.464732025597378,11.25,14,"Wessels","GFI1+RCOR1_1"
"7475","baseControl",0.0568,15,0.933989625456095,9,0.771689497716895,11,0.388503561454292,5,0.537745671156821,10,11,"Wessels","GFI1+RCOR1_1"
"7476","CPA",0.3774,10,0,15,0.493150684931507,12,0.993355539270762,2,0.465976556050567,9.75,10,"Wessels","GFI1+RCOR1_1"
"7477","GEARS",0.5599,4,0.977650030666237,3,0.899543378995434,4,0.314791675075219,10,0.687971271184223,5.25,4,"Wessels","GFI1+RCOR1_1"
"7478","GeneCompass",0.3347,11,0.95277399503103,6,0.831050228310502,7,0.300170478389064,11,0.604673675432649,8.75,9,"Wessels","GFI1+RCOR1_1"
"7479","GenePert",0.6095,3,1,1,0.940639269406393,2,0.389138733182598,4,0.734819500647248,2.5,1,"Wessels","GFI1+RCOR1_1"
"7480","linearModel",0.4468,8,0.955008991964406,5,0.831050228310502,7,0.383953554190485,7,0.654203193616348,6.75,5,"Wessels","GFI1+RCOR1_1"
"7481","scELMo",0.3105,12,0.951027578822624,8,0.82648401826484,9,0.270963677809147,13,0.589743818724153,10.5,12,"Wessels","GFI1+RCOR1_1"
"7482","scFoundation",0.446,9,0.226888572408703,13,0.292237442922374,14,0.279389981954539,12,0.311128999321404,12,15,"Wessels","GFI1+RCOR1_1"
"7483","scGPT",0.6175,2,0.0685780221836441,14,0.940639269406393,2,1,1,0.656679322897509,4.75,3,"Wessels","GFI1+RCOR1_1"
"7484","scouter",0.7369,1,0.293803341060532,12,1,1,0,15,0.507675835265133,7.25,6,"Wessels","GFI1+RCOR1_1"
"7485","trainMean",0.4496,7,0.95277399503103,6,0.82648401826484,9,0.381430786003471,8,0.652572199824835,7.5,7,"Wessels","GFI1+RCOR1_1"
"7486","AttentionPert",0.6102,5,0.985150975438015,3,0.923444976076555,5,0.333061150129018,14,0.712964275410897,6.75,5,"Wessels","GFI1+RING1_1"
"7487","baseMLP",0.2025,14,0.639036159549352,11,0,15,0.481187403397607,6,0.33068089073674,11.5,13,"Wessels","GFI1+RING1_1"
"7488","baseReg",0.6167,4,0.990442364246365,2,0.92822966507177,4,0.485676405111968,3,0.755262108607526,3.25,2,"Wessels","GFI1+RING1_1"
"7489","biolord",0.2133,13,0.805626889781717,10,0.440191387559809,13,0.441453474920655,10,0.475142938065545,11.5,13,"Wessels","GFI1+RING1_1"
"7490","baseControl",0.0138,15,0.925392453299093,9,0.751196172248804,11,0.482699656248626,5,0.543272070449131,10,11,"Wessels","GFI1+RING1_1"
"7491","CPA",0.3688,12,0,15,0.449760765550239,12,1,1,0.45464019138756,10,11,"Wessels","GFI1+RING1_1"
"7492","GEARS",0.6094,6,0.984840326388601,4,0.91866028708134,6,0.471592962299927,9,0.746123393942467,6.25,4,"Wessels","GFI1+RING1_1"
"7493","GeneCompass",0.5635,7,0.976224992751522,5,0.894736842105263,7,0.413750157470716,11,0.712052998081875,7.5,7,"Wessels","GFI1+RING1_1"
"7494","GenePert",0.6685,3,1,1,0.952153110047847,3,0.483466092732852,4,0.776029800695175,2.75,1,"Wessels","GFI1+RING1_1"
"7495","linearModel",0.3962,11,0.945563931574369,8,0.799043062200957,10,0.478933818225773,8,0.654935203000275,9.25,10,"Wessels","GFI1+RING1_1"
"7496","scELMo",0.5559,8,0.975738309240774,6,0.894736842105263,7,0.402606989512328,12,0.707245535214591,8.25,8,"Wessels","GFI1+RING1_1"
"7497","scFoundation",0.4889,9,0.281375553990805,13,0.382775119617225,14,0.340950769688134,13,0.373500360824041,12.25,15,"Wessels","GFI1+RING1_1"
"7498","scGPT",0.6793,2,0.0983204241395021,14,0.961722488038278,2,0.980298275255013,2,0.679910296858198,5,3,"Wessels","GFI1+RING1_1"
"7499","scouter",0.7744,1,0.309012964420329,12,1,1,0,15,0.520853241105082,7.25,6,"Wessels","GFI1+RING1_1"
"7500","trainMean",0.4272,10,0.950886385287661,7,0.813397129186603,9,0.479713283468191,7,0.667799199485614,8.25,8,"Wessels","GFI1+RING1_1"
"7501","AttentionPert",0.5393,8,0.951287582280733,4,0.87962962962963,6,0.336287680127831,13,0.676626223009548,7.75,7,"Wessels","GFI1+SMARCD1_1"
"7502","baseMLP",0.202,14,0.586795054260808,11,0,15,0.502164702389329,3,0.322739939162534,10.75,13,"Wessels","GFI1+SMARCD1_1"
"7503","baseReg",0.6058,4,0.971991193737769,2,0.916666666666667,4,0.499499408887842,6,0.748489317323069,4,2,"Wessels","GFI1+SMARCD1_1"
"7504","biolord",0.336,13,0.761819516100338,10,0.425925925925926,14,0.452128959614283,10,0.493968600410137,11.75,14,"Wessels","GFI1+SMARCD1_1"
"7505","baseControl",-0.00479999999999992,15,0.909624621953389,9,0.763888888888889,11,0.500411114415493,4,0.542281156314443,9.75,12,"Wessels","GFI1+SMARCD1_1"
"7506","CPA",0.4628,10,0,15,0.578703703703704,12,1,1,0.510375925925926,9.5,11,"Wessels","GFI1+SMARCD1_1"
"7507","GEARS",0.4134,12,0.933819605052482,8,0.837962962962963,8,0.46782668953379,9,0.663252314387309,9.25,10,"Wessels","GFI1+SMARCD1_1"
"7508","GeneCompass",0.4473,11,0.937288738658602,5,0.842592592592593,7,0.397696976433837,12,0.656219576921258,8.75,9,"Wessels","GFI1+SMARCD1_1"
"7509","GenePert",0.7454,2,1,1,0.981481481481482,2,0.499921835891731,5,0.806700829343303,2.5,1,"Wessels","GFI1+SMARCD1_1"
"7510","linearModel",0.5458,7,0.934920387831347,7,0.833333333333333,10,0.49485517409718,8,0.702227223815465,8,8,"Wessels","GFI1+SMARCD1_1"
"7511","scELMo",0.5897,5,0.960494129158513,3,0.898148148148148,5,0.405783368372854,11,0.713531411419879,6,4,"Wessels","GFI1+SMARCD1_1"
"7512","scFoundation",0.4998,9,0.252179327521793,12,0.458333333333333,13,0.296143875480779,14,0.376614134083976,12,15,"Wessels","GFI1+SMARCD1_1"
"7513","scGPT",0.7422,3,0.0297544920832592,14,0.981481481481482,2,0.990543631823083,2,0.685994901346956,5.25,3,"Wessels","GFI1+SMARCD1_1"
"7514","scouter",0.7817,1,0.243606564668209,13,1,1,0,15,0.506326641167052,7.5,6,"Wessels","GFI1+SMARCD1_1"
"7515","trainMean",0.5513,6,0.936443693293008,6,0.837962962962963,8,0.495085652486813,7,0.705198077185696,6.75,5,"Wessels","GFI1+SMARCD1_1"
"7516","AttentionPert",0.4588,5,0.995799073744211,2,0.991462941404734,4,0.187563817195894,14,0.65840645808621,6.25,4,"Wessels","GSE1+IKZF1_1"
"7517","baseMLP",0.0506,13,0.686403990024938,14,0.735739231664726,14,0.344983966565175,9,0.45443179706371,12.5,14,"Wessels","GSE1+IKZF1_1"
"7518","baseReg",0.5187,4,0.995189169932312,3,0.991462941404734,4,0.410607990287167,5,0.728990025406054,4,2,"Wessels","GSE1+IKZF1_1"
"7519","biolord",-0.00639999999999996,14,0,15,0,15,0.370267566207561,8,0.0909668915518902,13,15,"Wessels","GSE1+IKZF1_1"
"7520","baseControl",-0.0146999999999999,15,0.989403633772711,8,0.986030267753201,11,0.41311347390395,3,0.593461843857466,9.25,10,"Wessels","GSE1+IKZF1_1"
