"","method","cor","Rank_pcc","edistance_score","Rank_edistance","mse_score","Rank_mse","DEG_score","Rank_deg","was_score","Rank_was","sym_score","Rank_sym","ac_score","ac_rank","Rank","DataSet","op"
"8988","baseReg",0.9582,2,0.989441520964183,4,0.958797703478555,3,0,2,0.362118771179379,9,0.999718200932623,2,0.711379366092456,3.66666666666667,2,"Wessels","EP300+RING1_3"
"8989","biolord",0.8524,11,0.818927177049737,10,0.613981762917933,13,0,2,0.124766878030586,14,0.935943665574454,11,0.557669913928785,10.1666666666667,13,"Wessels","EP300+RING1_3"
"8990","baseControl",-0.1655,15,0.675623832965541,11,0.391421816953732,14,0,2,0,15,0.942546511195797,10,0.307348693519178,11.1666666666667,14,"Wessels","EP300+RING1_3"
"8991","CPA",0.5175,14,0,15,0,15,0,2,0.427797662034649,8,0.386226516176958,14,0.221920696368601,11.3333333333333,15,"Wessels","EP300+RING1_3"
"8992","GEARS",0.9352,5,0.988355117976574,5,0.940222897669706,4,0,2,0.537632829922147,6,0.996556081300482,4,0.732994487811485,4.33333333333333,3,"Wessels","EP300+RING1_3"
"8993","GeneCompass",0.8791,10,0.92598879646919,8,0.836879432624113,10,0,2,0.497184680216178,7,0.985205130007425,8,0.687393006552818,7.5,9,"Wessels","EP300+RING1_3"
"8994","GenePert",0.9312,6,0.958597861144118,7,0.907801418439716,9,0,2,0.316057838056616,11,0.992663527732647,6,0.68438677422885,6.83333333333333,8,"Wessels","EP300+RING1_3"
"8995","linearModel",0.9468,4,0.995348837209302,3,0.927727119216481,8,0,2,0.324860920425056,10,1,1,0.699122812808473,4.66666666666667,4,"Wessels","EP300+RING1_3"
"8996","scELMo",0.9228,9,0.985791885927686,6,0.939885173927727,5,0,2,0.545237566166959,5,0.988127528496597,7,0.730307025753162,5.66666666666667,7,"Wessels","EP300+RING1_3"
"8997","scFoundation",0.7307,12,0.634815820743507,13,0.77338736913205,11,0,2,0.816353456554001,3,0.674002184694236,12,0.604876471853966,8.83333333333333,11,"Wessels","EP300+RING1_3"
"8998","scGPT",0.9248,8,0.573111526056697,14,0.930766632894293,6,0,2,0.908290809240756,2,0,15,0.556161494698624,7.83333333333333,10,"Wessels","EP300+RING1_3"
"8999","scouter",0.9699,1,0.636666100831777,12,1,1,0,2,1,1,0.454141887848783,13,0.676784664780093,5,6,"Wessels","EP300+RING1_3"
"9000","trainMean",0.9508,3,0.99791206925819,2,0.930766632894293,6,0,2,0.314262302887935,12,0.999222809403312,3,0.698827302407288,4.66666666666667,4,"Wessels","EP300+RING1_3"
"9001","AttentionPert",0.6718,6,0.941011039442571,3,0.946336148188505,4,0,1,0.825478406967726,6,0.00316789875744961,14,0.564632248892708,5.66666666666667,7,"Wessels","FLI1_3"
"9002","baseMLP",0.2151,13,0,15,0,15,0,1,0,15,0.12249641577475,9,0.0562660692957916,11.3333333333333,15,"Wessels","FLI1_3"
"9003","baseReg",0.6862,4,0.939234094947601,4,0.949332606919096,3,0,1,0.743740445674129,11,0.153643152649345,5,0.578691716698362,4.66666666666667,4,"Wessels","FLI1_3"
"9004","biolord",0.1564,14,0.607938884302724,11,0.645055843094525,14,0,1,0.504609610500703,14,0.161477705345546,4,0.345913673873916,9.66666666666667,13,"Wessels","FLI1_3"
"9005","baseControl",-0.2025,15,0.835807530326986,9,0.845546172704985,12,0,1,0.659269461151369,13,0.124713224249333,8,0.377139398072112,9.66666666666667,13,"Wessels","FLI1_3"
"9006","CPA",0.4243,12,0.386828224034923,14,0.811359302642332,13,0,1,0.900161259625951,4,0.734150279280737,3,0.542799844263991,7.83333333333333,9,"Wessels","FLI1_3"
"9007","GEARS",0.6318,7,0.922024317555372,6,0.931081449196404,8,0,1,0.812841627903645,7,0.105469481632654,12,0.567202812714679,6.83333333333333,8,"Wessels","FLI1_3"
"9008","GeneCompass",0.5544,10,0.88389696520267,8,0.897847997820757,10,0,1,0.792736358929547,8,0.118682832929363,10,0.54126069248039,7.83333333333333,9,"Wessels","FLI1_3"
"9009","GenePert",0.674,5,0.934225070308237,5,0.944156905475347,5,0,1,0.744607113841519,10,0.141619372375322,7,0.573101410333404,5.5,6,"Wessels","FLI1_3"
"9010","linearModel",0.8745,1,1,1,1,1,0,1,0.785184988120404,9,0.144217917146159,6,0.633983817544427,3.16666666666667,1,"Wessels","FLI1_3"
"9011","scELMo",0.7463,2,0.942760000559668,2,0.951239444293108,2,0,1,0.834293455683276,5,0,15,0.579098816756009,4.5,3,"Wessels","FLI1_3"
"9012","scFoundation",0.4258,11,0.65225056316548,10,0.880550258785072,11,0,1,0.929035532371642,3,0.0712416972110964,13,0.493146341922215,8.16666666666667,11,"Wessels","FLI1_3"
"9013","scGPT",0.6183,8,0.498495893439297,13,0.931762462544266,7,0,1,0.98175903964572,2,1,1,0.671719565938214,5.33333333333333,5,"Wessels","FLI1_3"
"9014","scouter",0.7001,3,0.529193658966574,12,0.943203486788341,6,0,1,1,1,0.907110271613003,2,0.67993456956132,4.16666666666667,2,"Wessels","FLI1_3"
"9015","trainMean",0.5831,9,0.901946243931105,7,0.911604467447562,9,0,1,0.712077895766525,12,0.109344448082894,11,0.536345509204681,8.16666666666667,11,"Wessels","FLI1_3"
"9016","AttentionPert",0.697,6,0.986438366810561,7,0.991526967930029,10,0,3,0.961653708937231,6,0.996804499784485,3,0.772237257243718,5.83333333333333,5,"Wessels","FLI1+GATA2_3"
"9017","baseMLP",0.3718,12,0.913112287072821,11,0.948683491253644,13,0,3,0.904953113672381,14,0.893692735182405,10,0.672040271196875,10.5,13,"Wessels","FLI1+GATA2_3"
"9018","baseReg",0.7151,4,0.994015783635606,3,0.996241800291545,3,0,3,0.952566989608081,10,0.992894607400164,6,0.775136530155899,4.83333333333333,4,"Wessels","FLI1+GATA2_3"
"9019","biolord",0.0868,14,0,15,0,15,0,3,0,15,0.464081501758669,12,0.0918135836264449,12.3333333333333,15,"Wessels","FLI1+GATA2_3"
"9020","baseControl",-0.1549,15,0.960470259080536,9,0.975036443148688,12,0.01,1,0.931384214975796,13,0.964919207418314,9,0.614485020770556,9.83333333333333,12,"Wessels","FLI1+GATA2_3"
"9021","CPA",0.2999,13,0.757738149909212,14,0.923697157434402,14,0.01,1,0.932207465037142,12,0.0406246429928899,14,0.494027902562274,11.3333333333333,14,"Wessels","FLI1+GATA2_3"
"9022","GEARS",0.7187,3,0.992454376532263,4,0.995695153061224,4,0,3,0.966268898675079,4,0.994364540948629,4,0.777913828202866,3.66666666666667,3,"Wessels","FLI1+GATA2_3"
"9023","GeneCompass",0.658,10,0.981888384120278,8,0.989135386297376,11,0,3,0.960612172874771,7,0.988014813946829,7,0.762941792873209,7.66666666666667,9,"Wessels","FLI1+GATA2_3"
"9024","GenePert",0.6858,8,0.991323946050205,5,0.994624635568513,5,0,3,0.950028205132065,11,0.993085715150871,5,0.769143750316942,6.16666666666667,7,"Wessels","FLI1+GATA2_3"
"9025","linearModel",0.7557,1,1,1,1,1,0,3,0.956008166262103,9,0.997129527428445,2,0.784806282281758,2.83333333333333,1,"Wessels","FLI1+GATA2_3"
"9026","scELMo",0.6977,5,0.986579670620818,6,0.99257470845481,8,0,3,0.964922837511557,5,0.978415173057296,8,0.770032064940747,5.83333333333333,5,"Wessels","FLI1+GATA2_3"
"9027","scFoundation",0.6097,11,0.937942899130275,10,0.99207361516035,9,0,3,0.992820648694381,3,0.62361511572914,11,0.692692046452358,7.83333333333333,10,"Wessels","FLI1+GATA2_3"
"9028","scGPT",0.6608,9,0.88218088300751,13,0.993850218658892,7,0,3,0.997870689953661,2,0,15,0.589116965270011,8.16666666666667,11,"Wessels","FLI1+GATA2_3"
"9029","scouter",0.6959,7,0.889479224807297,12,0.994556304664723,6,0,3,1,1,0.20624220755256,13,0.63102962283743,7,8,"Wessels","FLI1+GATA2_3"
"9030","trainMean",0.7344,2,0.99760490041614,2,0.998861151603499,2,0,3,0.956262797420053,8,1,1,0.781188141573282,3,2,"Wessels","FLI1+GATA2_3"
"9031","AttentionPert",0.7994,5,0.944458601223146,7,0.930912427897221,10,0,3,0.796223068296445,6,0.955977026844708,8,0.737828520710253,6.5,7,"Wessels","FLI1+GFI1_3"
"9032","baseMLP",0.4341,12,0.519484083424808,13,0.318694284216046,13,0.02,2,0.247709257398731,14,0.853862334093654,10,0.398974993188873,10.6666666666667,13,"Wessels","FLI1+GFI1_3"
"9033","baseReg",0.7467,10,0.979565234436255,4,0.979549029889879,5,0,3,0.773574363816837,10,0.989640197310044,2,0.744838137575503,5.66666666666667,5,"Wessels","FLI1+GFI1_3"
"9034","biolord",0.3673,13,0.32765210914223,14,0,15,0,3,0,15,0.805863780518153,11,0.250135981610064,11.8333333333333,14,"Wessels","FLI1+GFI1_3"
"9035","baseControl",0.1132,15,0.780882468245256,10,0.686942842160462,12,0,3,0.540981692179764,12,0.928088255625822,9,0.508349209701884,10.1666666666667,12,"Wessels","FLI1+GFI1_3"
"9036","CPA",0.2907,14,0,15,0.127949659150498,14,0.06,1,0.363607443931923,13,0.0600626949762554,14,0.150386633009779,11.8333333333333,14,"Wessels","FLI1+GFI1_3"
"9037","GEARS",0.8002,4,0.978085306570488,5,0.979942317776612,4,0,3,0.833997418824861,5,0.983635071877907,4,0.762643352508311,4.16666666666667,4,"Wessels","FLI1+GFI1_3"
"9038","GeneCompass",0.7311,11,0.930845225027442,8,0.909937073938123,11,0,3,0.775594807851444,9,0.972400684444353,7,0.719979631876894,8.16666666666667,10,"Wessels","FLI1+GFI1_3"
"9039","GenePert",0.7937,6,0.952328681198055,6,0.935631882538018,9,0,3,0.731918183593632,11,0.973220264969363,6,0.731133168716511,6.83333333333333,8,"Wessels","FLI1+GFI1_3"
"9040","linearModel",0.8051,3,0.995001568135487,2,0.995673833245936,2,0,3,0.779766566735055,7,0.982079540987744,5,0.759603584850704,3.66666666666667,3,"Wessels","FLI1+GFI1_3"
"9041","scELMo",0.789,7,0.994001881762584,3,0.995018353434714,3,0,3,0.843912393063444,4,1,1,0.770322104710124,3.5,2,"Wessels","FLI1+GFI1_3"
"9042","scFoundation",0.7838,8,0.800003920338717,9,0.958966963817514,6,0,3,0.981392183589605,3,0.62354275615914,12,0.691284303984163,6.83333333333333,8,"Wessels","FLI1+GFI1_3"
"9043","scGPT",0.7631,9,0.620491610475145,12,0.9465128474043,8,0,3,0.986584734825529,2,0,15,0.552781532117496,8.16666666666667,10,"Wessels","FLI1+GFI1_3"
"9044","scouter",0.8148,1,0.64170064293555,11,0.954509701101206,7,0,3,1,1,0.290629874116615,13,0.616940036358895,6,6,"Wessels","FLI1+GFI1_3"
"9045","trainMean",0.813,2,1,1,1,1,0,3,0.778472959069649,8,0.98512556640608,3,0.762766420912621,3,1,"Wessels","FLI1+GFI1_3"
"9046","AttentionPert",0.9123,3,0.97890960007001,4,0.963966142684402,4,0,4,0.629295932770101,4,0.0637424640819687,14,0.591369023267747,5.5,4,"Wessels","FLI1+GSE1_3"
"9047","baseMLP",0.5927,13,0.721724237082599,10,0.516324062877872,13,0.03,1,0.0703396069849457,13,0.194883252906477,12,0.354328526641982,10.3333333333333,15,"Wessels","FLI1+GSE1_3"
"9048","baseReg",0.9082,6,0.980747352761005,3,0.967593712212817,3,0,4,0.448493550762072,10,0.171053139143906,13,0.579347959146633,6.5,7,"Wessels","FLI1+GSE1_3"
"9049","biolord",0.6328,12,0.725337233869657,9,0.522128174123337,12,0,4,0.063713426861859,14,0.208258501350654,8,0.358706222700918,9.83333333333333,12,"Wessels","FLI1+GSE1_3"
"9050","baseControl",-0.0246,15,0.695495630649214,11,0.448609431680774,14,0.03,1,0,15,0.305571493409452,4,0.242512759289907,10,13,"Wessels","FLI1+GSE1_3"
"9051","CPA",0.4504,14,0,15,0,15,0.03,1,0.196653962081491,12,0.306861163745157,3,0.163985854304441,10,13,"Wessels","FLI1+GSE1_3"
"9052","GEARS",0.8992,8,0.966032829514058,5,0.946553808948005,6,0,4,0.579992108784875,6,0.23593597899118,5,0.604619121039686,5.66666666666667,5,"Wessels","FLI1+GSE1_3"
"9053","GeneCompass",0.9119,4,0.940704346847692,7,0.899395405078597,8,0,4,0.559163775254939,7,0.207142117681865,9,0.586384274143849,6.5,7,"Wessels","FLI1+GSE1_3"
"9054","GenePert",0.8133,10,0.89447299003613,8,0.817654171704958,10,0,4,0.302160321831413,11,0.202661913449325,11,0.505041566170304,9,10,"Wessels","FLI1+GSE1_3"
"9055","linearModel",0.9126,2,0.998849841853255,2,0.998790810157195,2,0,4,0.491582025927116,9,0.213770133041242,7,0.602598801829801,4.33333333333333,2,"Wessels","FLI1+GSE1_3"
"9056","scELMo",0.9081,7,0.949818099988748,6,0.922128174123337,7,0,4,0.5842488905521,5,0.231712671301968,6,0.599334639327692,5.83333333333333,6,"Wessels","FLI1+GSE1_3"
"9057","scFoundation",0.7623,11,0.693807898586056,12,0.791777509068924,11,0,4,0.801405775230533,3,0,15,0.508215197147585,9.33333333333333,11,"Wessels","FLI1+GSE1_3"
"9058","scGPT",0.8444,9,0.530260410806486,14,0.84328899637243,9,0,4,0.880622999231217,2,0.931093946751491,2,0.671611058860271,6.66666666666667,9,"Wessels","FLI1+GSE1_3"
"9059","scouter",0.9177,1,0.633362087287002,13,0.957920193470375,5,0,4,1,1,1,1,0.751497046792896,4.16666666666667,1,"Wessels","FLI1+GSE1_3"
"9060","trainMean",0.9092,5,1,1,1,1,0,4,0.501742982309848,8,0.20674698802845,10,0.602948328389716,4.83333333333333,3,"Wessels","FLI1+GSE1_3"
"9061","AttentionPert",0.7157,1,0.950017105713308,5,0.887391304347826,6,0,2,0.552960082711499,6,0.993610323427321,5,0.683279802699992,4.16666666666667,3,"Wessels","FLI1+HDAC3_3"
"9062","baseMLP",0.3434,13,0.585802257954157,11,0.0247826086956521,14,0.04,1,0.0192506518025711,14,0.917690706522373,10,0.321821037495792,10.5,13,"Wessels","FLI1+HDAC3_3"
"9063","baseReg",0.7059,2,1,1,1,1,0,2,0.547471455542569,7,0.996620747200741,3,0.708332033790552,2.66666666666667,1,"Wessels","FLI1+HDAC3_3"
"9064","biolord",0.3865,12,0.575094081423196,12,0,15,0,2,0,15,0.911482881804288,11,0.312179493871247,11.1666666666667,14,"Wessels","FLI1+HDAC3_3"
"9065","baseControl",-0.1826,15,0.704686965446459,9,0.286521739130435,12,0,2,0.151593544906949,13,0.955053335375054,9,0.319209264143149,10,12,"Wessels","FLI1+HDAC3_3"
"9066","CPA",0.305,14,0,15,0.0299999999999998,13,0,2,0.516081542749258,11,0.166143921627225,14,0.16953757739608,11.5,15,"Wessels","FLI1+HDAC3_3"
"9067","GEARS",0.6754,3,0.961717413616148,4,0.939565217391304,5,0,2,0.623370493571878,4,0.989291097260146,7,0.698224036973246,4.16666666666667,3,"Wessels","FLI1+HDAC3_3"
"9068","GeneCompass",0.6313,8,0.904840916866233,8,0.801739130434783,9,0,2,0.535509754562618,8,0.979280485194324,8,0.64211171450966,7.16666666666667,8,"Wessels","FLI1+HDAC3_3"
"9069","GenePert",0.6303,9,0.929353404036948,7,0.84,8,0,2,0.461251460936798,12,0.991589304056682,6,0.642082361505071,7.33333333333333,9,"Wessels","FLI1+HDAC3_3"
"9070","linearModel",0.6363,7,0.981474512487171,3,0.964347826086956,3,0,2,0.525166322035422,10,0.99856594767125,2,0.684309101380133,4.5,5,"Wessels","FLI1+HDAC3_3"
"9071","scELMo",0.6619,4,0.944047211768731,6,0.885652173913043,7,0,2,0.565807336150319,5,0.99376534217669,4,0.675195344001464,4.66666666666667,6,"Wessels","FLI1+HDAC3_3"
"9072","scFoundation",0.5589,11,0.649367088607595,10,0.787826086956522,11,0,2,0.852101501393509,3,0.660877215695624,12,0.584845315442208,8.16666666666667,10,"Wessels","FLI1+HDAC3_3"
"9073","scGPT",0.5656,10,0.327454669859733,14,0.792608695652174,10,0,2,0.920044052863436,2,0,15,0.434284569729224,8.83333333333333,11,"Wessels","FLI1+HDAC3_3"
"9074","scouter",0.6561,5,0.46199110502908,13,0.940434782608696,4,0,2,1,1,0.344854070175795,13,0.567229992968929,6.33333333333333,7,"Wessels","FLI1+HDAC3_3"
"9075","trainMean",0.6468,6,0.988333903523777,2,0.976086956521739,2,0,2,0.528814168839342,9,1,1,0.690005838147476,3.66666666666667,2,"Wessels","FLI1+HDAC3_3"
"9076","AttentionPert",0.8517,5,0.996892700841966,5,0.998116240518411,5,0,3,0.962561139332794,6,0.983504870864412,7,0.798795825259597,5.16666666666667,6,"Wessels","FLI1+IKZF1_3"
"9077","baseMLP",0.2157,13,0.772699194722833,13,0.850077862058572,13,0.01,2,0.804833104073124,14,0.760422278543561,10,0.568955406566348,10.8333333333333,13,"Wessels","FLI1+IKZF1_3"
"9078","baseReg",0.8437,6,1,1,1,1,0,3,0.951142565244781,8,0.99560837311254,3,0.79840848972622,3.66666666666667,2,"Wessels","FLI1+IKZF1_3"
"9079","biolord",0.0385,15,0,15,0,15,0,3,0,15,0.467135916271502,12,0.0842726527119171,12.5,15,"Wessels","FLI1+IKZF1_3"
"9080","baseControl",0.0421,14,0.931339919809219,9,0.956773999095795,12,0,3,0.907752927491642,12,0.94211428275919,9,0.630013521525974,9.83333333333333,12,"Wessels","FLI1+IKZF1_3"
"9081","CPA",0.4043,12,0.591929258403747,14,0.823228010247652,14,0.04,1,0.836408487425294,13,0,15,0.449310959346115,11.5,14,"Wessels","FLI1+IKZF1_3"
"9082","GEARS",0.8526,3,0.996398527963821,6,0.997689255035917,6,0,3,0.964370132152978,5,0.996804684532971,2,0.801310433280948,4.16666666666667,4,"Wessels","FLI1+IKZF1_3"
"9083","GeneCompass",0.7816,10,0.981389898657123,8,0.989023961420606,10,0,3,0.955593909779226,7,0.977408396262118,8,0.780836027686512,7.66666666666667,9,"Wessels","FLI1+IKZF1_3"
"9084","GenePert",0.838,8,0.984519660218709,7,0.990757020143668,8,0,3,0.941947303970724,11,0.986167881795418,6,0.790231977688087,7.16666666666667,8,"Wessels","FLI1+IKZF1_3"
"9085","linearModel",0.8623,1,0.998547431236967,2,0.999120912241925,3,0,3,0.951126285017236,9,0.991604730003345,5,0.800449893083246,3.83333333333333,3,"Wessels","FLI1+IKZF1_3"
"9086","scELMo",0.8575,2,0.998240445055089,3,0.999146029035013,2,0,3,0.968197401298171,4,1,1,0.803847312564712,2.5,1,"Wessels","FLI1+IKZF1_3"
"9087","scFoundation",0.7432,11,0.930890671738178,10,0.988722559903552,11,0,3,0.98790048769899,3,0.615580270972458,11,0.71104899838553,8.16666666666667,10,"Wessels","FLI1+IKZF1_3"
"9088","scGPT",0.8235,9,0.870081201588841,12,0.989501180489275,9,0,3,0.993345633949701,2,0.0402587528838771,14,0.619447794818616,8.16666666666667,10,"Wessels","FLI1+IKZF1_3"
"9089","scouter",0.8436,7,0.887654288634398,11,0.995227809313307,7,0,3,1,1,0.216245966757118,13,0.657121344117471,7,7,"Wessels","FLI1+IKZF1_3"
"9090","trainMean",0.8522,4,0.997356923848708,4,0.998492992414728,4,0,3,0.950814365295274,10,0.992342848038717,4,0.798534521599571,4.83333333333333,5,"Wessels","FLI1+IKZF1_3"
"9091","AttentionPert",0.4042,3,0.984336252628936,2,0.992059991177768,2,0,2,0.633611637911097,5,1,1,0.669034646952967,2.5,1,"Wessels","FLI1+INTS1_3"
"9092","baseMLP",0.0417999999999999,15,0.240983143422168,11,0.054697838553154,14,0.01,1,0.0276816689023544,14,0.92771998358935,10,0.217147105744504,10.8333333333333,14,"Wessels","FLI1+INTS1_3"
"9093","baseReg",0.2888,9,0.960134350378253,5,0.949713277459197,7,0,2,0.527792682362736,12,0.997496891476856,6,0.620656200279507,6.83333333333333,8,"Wessels","FLI1+INTS1_3"
"9094","biolord",0.047,14,0.204570424082619,12,0,15,0,2,0,15,0.923164075828583,11,0.195789083318534,11.5,15,"Wessels","FLI1+INTS1_3"
"9095","baseControl",0.1861,13,0.854474683742976,9,0.816056462284958,13,0,2,0.460685045561774,13,0.983033156565745,9,0.550058224692576,9.83333333333333,13,"Wessels","FLI1+INTS1_3"
"9096","CPA",0.2749,10,0.00508522459741956,14,0.86193206881341,12,0,2,0.951762338683565,4,0.0838448151704132,14,0.362920741210801,9.33333333333333,11,"Wessels","FLI1+INTS1_3"
"9097","GEARS",0.3076,6,0.94691904448002,7,0.954124393471548,6,0,2,0.633290161432074,6,0.994146754435268,7,0.639346725636485,5.66666666666667,5,"Wessels","FLI1+INTS1_3"
"9098","GeneCompass",0.3115,4,0.937407791066328,8,0.931627701808558,10,0,2,0.577475831444563,8,0.99892825285351,3,0.626156596195493,5.83333333333333,7,"Wessels","FLI1+INTS1_3"
"9099","GenePert",0.4267,1,1,1,1,1,0,2,0.561543087099311,9,0.999769031535431,2,0.664668686439123,2.66666666666667,2,"Wessels","FLI1+INTS1_3"
"9100","linearModel",0.2997,8,0.970461750949556,4,0.96118217909131,4,0,2,0.535931356676997,11,0.998330330197831,4,0.627600936152616,5.5,4,"Wessels","FLI1+INTS1_3"
"9101","scELMo",0.425,2,0.947170166682362,6,0.938244375827084,9,0,2,0.578717794532587,7,0.990436717698515,8,0.646594842456758,5.66666666666667,5,"Wessels","FLI1+INTS1_3"
"9102","scFoundation",0.2566,11,0.569953228489814,10,0.96029995588884,5,0,2,0.965278227485083,2,0.722181617558945,12,0.579052171570447,7,9,"Wessels","FLI1+INTS1_3"
"9103","scGPT",0.2451,12,0,15,0.874724305249228,11,0,2,0.959410703547805,3,0,15,0.346539168132839,9.66666666666667,12,"Wessels","FLI1+INTS1_3"
"9104","scouter",0.3057,7,0.0598298647079134,13,0.94133215703573,8,0,2,1,1,0.329328106697698,13,0.43936502140689,7.33333333333333,10,"Wessels","FLI1+INTS1_3"
"9105","trainMean",0.3091,5,0.977053708761026,3,0.970004411116012,3,0,2,0.541750312225357,10,0.998091771446769,5,0.632666700591527,4.66666666666667,3,"Wessels","FLI1+INTS1_3"
"9106","AttentionPert",0.7753,6,0.989448275862069,6,0.993451882845188,7,0,2,0.959491729943021,7,1,1,0.786281981441713,4.83333333333333,4,"Wessels","FLI1+KDM1A_3"
"9107","baseMLP",0.4617,12,0.851696551724138,13,0.906820083682008,14,0.02,1,0.86345260097158,14,0.881582960583217,10,0.66420869949349,10.6666666666667,14,"Wessels","FLI1+KDM1A_3"
"9108","baseReg",0.7671,7,0.993110344827586,5,0.995962343096234,5,0,2,0.951524426538061,11,0.993573708685413,6,0.783545137191216,6,6,"Wessels","FLI1+KDM1A_3"
"9109","biolord",0.1646,14,0,15,0,15,0,2,0,15,0.569514446153178,12,0.122352407692196,12.1666666666667,15,"Wessels","FLI1+KDM1A_3"
"9110","baseControl",0.1569,15,0.929062068965517,10,0.955543933054393,13,0,2,0.911399789357866,13,0.941374602658089,9,0.649046732339311,10.3333333333333,13,"Wessels","FLI1+KDM1A_3"
"9111","CPA",0.338,13,0.821306896551724,14,0.963933054393305,12,0,2,0.972154383361565,4,0.115008977545348,14,0.53506721864199,9.83333333333333,12,"Wessels","FLI1+KDM1A_3"
"9112","GEARS",0.7603,8,0.994148275862069,4,0.996694560669456,4,0,2,0.96123132706522,6,0.993792931718648,5,0.784361182552566,4.83333333333333,4,"Wessels","FLI1+KDM1A_3"
"9113","GeneCompass",0.6914,11,0.977603448275862,8,0.987531380753138,11,0,2,0.955514406205519,8,0.975693180530902,8,0.764623735960904,8,11,"Wessels","FLI1+KDM1A_3"
"9114","GenePert",0.7349,9,0.981506896551724,7,0.989016736401674,10,0,2,0.944177263700934,12,0.98291509273449,7,0.77208599823147,7.83333333333333,10,"Wessels","FLI1+KDM1A_3"
"9115","linearModel",0.7937,3,0.999272413793103,2,0.999309623430962,3,0,2,0.952873469571783,10,0.996136271047352,4,0.7902152963072,4,3,"Wessels","FLI1+KDM1A_3"
"9116","scELMo",0.7865,4,0.99911724137931,3,0.999330543933054,2,0,2,0.96505203366952,5,0.996242682189464,3,0.791040416861891,3.16666666666667,2,"Wessels","FLI1+KDM1A_3"
"9117","scFoundation",0.7329,10,0.9336,9,0.993640167364017,6,0,2,0.994588996697198,3,0.667396563823121,11,0.720354287980723,6.83333333333333,8,"Wessels","FLI1+KDM1A_3"
"9118","scGPT",0.8087,1,0.865748275862069,12,0.991548117154812,9,0,2,0.997112470481032,2,0,15,0.610518143916319,6.83333333333333,8,"Wessels","FLI1+KDM1A_3"
"9119","scouter",0.7804,5,0.876258620689655,11,0.993326359832636,8,0,2,1,1,0.295093783246914,13,0.657513127294868,6.66666666666667,7,"Wessels","FLI1+KDM1A_3"
"9120","trainMean",0.7982,2,1,1,1,1,0,2,0.955289565699899,9,0.99663989647807,2,0.791688243696328,2.83333333333333,1,"Wessels","FLI1+KDM1A_3"
"9121","AttentionPert",0.9632,9,0.961181685249497,5,0.963290724352671,7,0,2,0.656073568885681,5,0.991232069091526,6,0.755829674596563,5.66666666666667,7,"Wessels","FLI1+MED24_3"
"9122","baseMLP",0.8088,14,0.4115335404862,10,0.209767289413307,14,0.01,1,0.100451696090437,14,0.868997363457998,11,0.401591648241324,10.6666666666667,14,"Wessels","FLI1+MED24_3"
"9123","baseReg",0.9676,4,0.997303966368123,2,1,1,0,2,0.513392748534218,11,1,1,0.746382785817057,3.5,1,"Wessels","FLI1+MED24_3"
"9124","biolord",0.8874,11,0.533609029427892,9,0.381186496230744,13,0,2,0.192440375305118,13,0.87637362308633,10,0.478501587341681,9.66666666666667,12,"Wessels","FLI1+MED24_3"
"9125","baseControl",-0.15,15,0.299511058307439,14,0,15,0,2,0,15,0.888189159834486,9,0.172950036356987,11.6666666666667,15,"Wessels","FLI1+MED24_3"
"9126","CPA",0.8236,13,0,15,0.562110783349721,12,0,2,0.803423807708838,3,0.198790439040847,14,0.397987505016568,9.83333333333333,13,"Wessels","FLI1+MED24_3"
"9127","GEARS",0.9659,7,0.973793639188448,4,0.970173713536545,6,0,2,0.651790159999351,7,0.995745463221127,4,0.759567162657579,5,4,"Wessels","FLI1+MED24_3"
"9128","GeneCompass",0.9609,10,0.954578687625663,7,0.954113405440839,9,0,2,0.647694890238661,8,0.991050970606098,7,0.75138965898521,7.16666666666667,8,"Wessels","FLI1+MED24_3"
"9129","GenePert",0.9666,6,0.884047706086639,8,0.85611274991806,10,0,2,0.44015148443392,12,0.979007392751113,8,0.687653222198289,7.66666666666667,10,"Wessels","FLI1+MED24_3"
"9130","linearModel",0.9688,2,1,1,0.991805965257293,3,0,2,0.515911542173169,10,0.995812838726624,3,0.745388391026181,3.5,1,"Wessels","FLI1+MED24_3"
"9131","scELMo",0.9672,5,0.958188630963261,6,0.960013110455588,8,0,2,0.654310575527317,6,0.991809368553396,5,0.755253614249927,5.33333333333333,6,"Wessels","FLI1+MED24_3"
"9132","scFoundation",0.8538,12,0.358366843355876,12,0.634546050475254,11,0,2,0.756296578625125,4,0.543334206647106,12,0.524390613183893,8.83333333333333,11,"Wessels","FLI1+MED24_3"
"9133","scGPT",0.9645,8,0.330835313471029,13,0.990822681088168,4,0,2,0.968877571707768,2,0,15,0.542505927711161,7.33333333333333,9,"Wessels","FLI1+MED24_3"
"9134","scouter",0.9713,1,0.366112228111863,11,0.996394624713209,2,0,2,1,1,0.253687183555798,13,0.597915672730145,5,4,"Wessels","FLI1+MED24_3"
"9135","trainMean",0.9677,3,0.997303966368123,2,0.98852835136021,5,0,2,0.517570734634629,9,0.996183804185436,2,0.744547809424733,3.83333333333333,3,"Wessels","FLI1+MED24_3"
"9136","AttentionPert",0.7596,7,0.964154283781902,7,0.911145351823318,8,0,3,0.565801319775987,7,0.993256005900825,6,0.698992826880339,6.33333333333333,8,"Wessels","FLI1+RCOR1_3"
"9137","baseMLP",0.4212,13,0.585864613793241,11,0,15,0.02,1,0,15,0.911254719079076,10,0.323053222145386,10.8333333333333,14,"Wessels","FLI1+RCOR1_3"
